#--- Experiment --------------------------------------------------------------------------																																									
#AE-772-1																																									
#																																									
#--- System ------------------------------------------------------------------------------																																									
#Data from PyroScience Workbench V1.5.7.2519   www.pyroscience.com																																									
#WSG-Laptop-3.uni-jena.de																																									
#--- Instrument --------------------------------------------------------------------------																																									
#Device: FirePlate-O2 [A] FP96-O2 SN:25370027 UiD:2411E508596FD02F Firmware:4.13 Build:001																																									
#--- Channel -----------------------------------------------------------------------------																																									
#Group [A Gr.1] - Optical Temperature Sensor - DF7-324-526 - Well numbers: A2																																									
#--- Settings & Calibration --------------------------------------------------------------																																									
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)																					
#	128 ms	60% (F)	10M (400x)	970	FALSE	FALSE	FALSE	TRUE	0	45	0	temperature	1 mm	0	Internal Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	0.000000																					
#Calibration:	WellNr	lastCal1	M	N	C	Tofs (K)	Background Amplitude (mV)	Background dphi (°)																																	
#	A2	31/03/2026	324.000000	526.000000	0.097000	-1.069000	0.044000	0.000000																																	
#--- Channel -----------------------------------------------------------------------------																																									
#Group [A Gr.2] - Oxygen Sensor - TC7-499-067 - Well numbers: C2, E2, G2																																									
#--- Settings & Calibration --------------------------------------------------------------																																									
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)																					
#	128 ms	20% (C)	10M (400x)	470	FALSE	FALSE	TRUE	TRUE	0	45	0	oxygen	1 mm	0	Optical Temperature	20.000000	1	Internal Pressure Sensor	1013.000000	0.000000																					
#Calibration:	WellNr	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)																				
#	C2	01/01/2001	31/03/2026	6.700	50.563	0.827000	0.075000	470	-0.350000	0.874000	0.044000	0.000000	-0.000106	0.000000	0.000000	fixed f	1013.000	20.000	0.000	22.028	20.950000																				
#	E2	01/01/2001	31/03/2026	6.700	50.453	0.827000	0.075000	470	-0.350000	0.874000	0.044000	0.000000	-0.000106	0.000000	0.000000	fixed f	1013.000	20.000	0.000	22.028	20.950000																				
#	G2	01/01/2001	31/03/2026	6.700	50.633	0.827000	0.075000	470	-0.350000	0.874000	0.044000	0.000000	-0.000106	0.000000	0.000000	fixed f	1013.000	20.000	0.000	22.028	20.950000																				
#--- Temperature Compensation Channel ----------------------------------------------------																																									
#Compensation Group [A Gr.1] - Optical Temperature Sensor - DF7-324-526 - Well numbers: A2																																									
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)																					
#	128 ms	60% (F)	10M (400x)	970	FALSE	FALSE	FALSE	TRUE	0	45	0	temperature	1 mm	0	Internal Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	0.000000																					
#Calibration:	WellNr	lastCal1	M	N	C	Tofs (K)	Background Amplitude (mV)	Background dphi (°)																																	
#	A2	31/03/2026	324.000000	526.000000	0.097000	-1.069000	0.044000	0.000000																																	
#--- Pressure Compensation Channel -------------------------------------------------------																																									
#Compensation Channel [A P1] - Internal Pressure Sensor																																									
#Settings: n/a																																									
#Calibration: n/a																																									
#--- Measurement Data --------------------------------------------------------------------																																									
Date [A Gr.1 Main]	Time [A Gr.1 Main]	 dt (s) [A Gr.1 Main]	Optical Temp. (°C) [A Gr.1.A2 Main]	dphi (°) [A Gr.1.A2 Main]	Signal Intensity (mV) [A Gr.1.A2 Main]	Ambient Light (mV) [A Gr.1.A2 Main]	Status [A Gr.1.A2 Main]	Date [A Gr.2 Main]	Time [A Gr.2 Main]	 dt (s) [A Gr.2 Main]	Oxygen (µmol/L) [A Gr.2.C2 Main]	dphi (°) [A Gr.2.C2 Main]	Signal Intensity (mV) [A Gr.2.C2 Main]	Ambient Light (mV) [A Gr.2.C2 Main]	Status [A Gr.2.C2 Main]	Oxygen (µmol/L) [A Gr.2.E2 Main]	dphi (°) [A Gr.2.E2 Main]	Signal Intensity (mV) [A Gr.2.E2 Main]	Ambient Light (mV) [A Gr.2.E2 Main]	Status [A Gr.2.E2 Main]	Oxygen (µmol/L) [A Gr.2.G2 Main]	dphi (°) [A Gr.2.G2 Main]	Signal Intensity (mV) [A Gr.2.G2 Main]	Ambient Light (mV) [A Gr.2.G2 Main]	Status [A Gr.2.G2 Main]	Date [A Gr.2 CompT]	Time [A Gr.2 CompT]	 dt (s) [A Gr.2 CompT]	Optical Temp. (°C) [A Gr.2.A2 CompT]	dphi (°) [A Gr.2.A2 CompT]	Signal Intensity (mV) [A Gr.2.A2 CompT]	Ambient Light (mV) [A Gr.2.A2 CompT]	Status [A Gr.2.A2 CompT]	Date [A Gr.2.%s CompP]	Time [A Gr.2.%s CompP]	 dt (s) [A Gr.2.%s CompP]	Pressure (mbar) [A Gr.2.%s CompP]	Status [A Gr.2.%s CompP]	Date [Comment]	Time [Comment]	Comment
23-04-2026	13:33:13,945	-0.013	22.693	41.695	505	4	OK	23-04-2026	13:33:14,377	0.419	3.943040	49.035000	735	6	OK	4.268010	48.667999	495	6	OK	2.761196	50.124001	526	6	OK	23-04-2026	13:33:14,198	0.239	22.708	41.692	504	4	OK	23-04-2026	13:33:14,377	0.419	1005	OK			
23-04-2026	13:33:17,200	3.242	22.684	41.697	504	4	OK	23-04-2026	13:33:17,584	3.626	3.968945	49.013000	735	6	OK	4.289540	48.650002	495	6	OK	2.767933	50.118000	526	6	OK	23-04-2026	13:33:17,403	3.444	22.698	41.694	504	4	OK	23-04-2026	13:33:17,584	3.626	1005	OK			
23-04-2026	13:33:20,421	6.463	22.674	41.699	504	4	OK	23-04-2026	13:33:20,798	6.840	3.973661	49.008999	735	6	OK	4.309889	48.632999	494	6	OK	2.769059	50.117001	526	6	OK	23-04-2026	13:33:20,603	6.645	22.698	41.694	503	4	OK	23-04-2026	13:33:20,798	6.840	1005	OK			
23-04-2026	13:33:23,635	9.677	22.679	41.698	504	4	OK	23-04-2026	13:33:24,092	10.133	3.990155	48.994999	734	6	OK	4.323063	48.622002	494	6	OK	2.762317	50.123001	526	6	OK	23-04-2026	13:33:23,911	9.953	22.659	41.702	504	4	OK	23-04-2026	13:33:24,092	10.133	1005	OK			
23-04-2026	13:33:26,961	13.003	22.639	41.706	504	4	OK	23-04-2026	13:33:27,400	13.441	4.004298	48.983002	734	6	OK	4.351834	48.598000	494	6	OK	2.764565	50.120998	526	6	OK	23-04-2026	13:33:27,220	13.262	22.654	41.703	504	4	OK	23-04-2026	13:33:27,400	13.441	1005	OK			
23-04-2026	13:33:30,289	16.330	22.644	41.705	504	4	OK	23-04-2026	13:33:30,704	16.746	4.025538	48.965000	734	6	OK	4.361432	48.590000	494	6	OK	2.766806	50.118999	526	6	OK	23-04-2026	13:33:30,527	16.569	22.634	41.707	504	4	OK	23-04-2026	13:33:30,704	16.746	1005	OK			
23-04-2026	13:33:33,614	19.656	22.615	41.711	504	4	OK	23-04-2026	13:33:34,012	20.053	4.029075	48.962002	734	6	OK	4.378236	48.576000	494	6	OK	2.769059	50.117001	526	6	OK	23-04-2026	13:33:33,834	19.875	22.624	41.709	503	3	OK	23-04-2026	13:33:34,012	20.053	1005	OK			
23-04-2026	13:33:36,835	22.876	22.634	41.707	504	3	OK	23-04-2026	13:33:37,214	23.255	4.044430	48.949001	734	6	OK	4.398653	48.558998	494	6	OK	2.775790	50.111000	526	6	OK	23-04-2026	13:33:37,035	23.076	22.634	41.707	503	4	OK	23-04-2026	13:33:37,214	23.255	1005	OK			
23-04-2026	13:33:40,053	26.094	22.605	41.713	504	3	OK	23-04-2026	13:33:40,419	26.461	4.056247	48.938999	734	6	OK	4.419083	48.542000	494	6	OK	2.773548	50.112999	526	6	OK	23-04-2026	13:33:40,240	26.282	22.624	41.709	503	4	OK	23-04-2026	13:33:40,419	26.461	1005	OK			
23-04-2026	13:33:43,269	29.310	22.610	41.712	504	3	OK	23-04-2026	13:33:43,725	29.767	4.072795	48.924999	734	6	OK	4.437122	48.527000	494	6	OK	2.776922	50.110001	526	6	OK	23-04-2026	13:33:43,548	29.590	22.620	41.710	504	3	OK	23-04-2026	13:33:43,725	29.767	1005	OK			
23-04-2026	13:33:46,594	32.635	22.624	41.709	504	3	OK	23-04-2026	13:33:47,035	33.076	4.091715	48.909000	734	6	OK	4.456381	48.511002	494	6	OK	2.775790	50.111000	526	6	OK	23-04-2026	13:33:46,853	32.895	22.620	41.710	503	3	OK	23-04-2026	13:33:47,035	33.076	1005	OK			
23-04-2026	13:33:49,915	35.956	22.590	41.716	504	3	OK	23-04-2026	13:33:50,338	36.379	4.111845	48.891998	733	6	OK	4.476854	48.493999	493	6	OK	2.783668	50.104000	526	6	OK	23-04-2026	13:33:50,158	36.200	22.624	41.709	503	3	OK	23-04-2026	13:33:50,338	36.379	1005	OK			
23-04-2026	13:33:53,239	39.281	22.600	41.714	504	3	OK	23-04-2026	13:33:53,643	39.684	4.123684	48.882000	733	6	OK	4.494941	48.479000	493	6	OK	2.787030	50.101002	526	6	OK	23-04-2026	13:33:53,464	39.505	22.605	41.713	503	3	OK	23-04-2026	13:33:53,643	39.684	1005	OK			
23-04-2026	13:33:56,567	42.608	22.595	41.715	504	4	OK	23-04-2026	13:33:56,947	42.988	4.135535	48.872002	733	6	OK	4.515436	48.462002	493	6	OK	2.782538	50.105000	526	6	OK	23-04-2026	13:33:56,767	42.809	22.615	41.711	503	3	OK	23-04-2026	13:33:56,947	42.988	1005	OK			
23-04-2026	13:33:59,784	45.826	22.595	41.715	504	3	OK	23-04-2026	13:34:00,150	46.191	4.158062	48.853001	733	6	OK	4.537169	48.444000	493	6	OK	2.784781	50.103001	526	6	OK	23-04-2026	13:33:59,973	46.015	22.575	41.719	503	4	OK	23-04-2026	13:34:00,150	46.191	1005	OK			
23-04-2026	13:34:02,999	49.040	22.585	41.717	504	3	OK	23-04-2026	13:34:03,365	49.406	4.169926	48.842999	733	6	OK	4.562541	48.423000	493	6	OK	2.789280	50.098999	526	6	OK	23-04-2026	13:34:03,185	49.226	22.560	41.722	503	3	OK	23-04-2026	13:34:03,365	49.406	1005	OK			
23-04-2026	13:34:06,216	52.257	22.560	41.722	504	4	OK	23-04-2026	13:34:06,669	52.711	4.191288	48.825001	733	6	OK	4.579468	48.409000	493	6	OK	2.784781	50.103001	526	6	OK	23-04-2026	13:34:06,490	52.532	22.580	41.718	503	3	OK	23-04-2026	13:34:06,669	52.711	1005	OK			
23-04-2026	13:34:09,543	55.584	22.565	41.721	504	3	OK	23-04-2026	13:34:09,977	56.018	4.201978	48.816002	733	6	OK	4.606089	48.387001	493	6	OK	2.789280	50.098999	526	6	OK	23-04-2026	13:34:09,798	55.840	22.570	41.720	503	4	OK	23-04-2026	13:34:09,977	56.018	1005	OK			
23-04-2026	13:34:12,869	58.910	22.560	41.722	504	4	OK	23-04-2026	13:34:13,287	59.328	4.217434	48.803001	732	6	OK	4.615775	48.379002	493	6	OK	2.785905	50.102001	526	6	OK	23-04-2026	13:34:13,105	59.147	22.551	41.724	503	3	OK	23-04-2026	13:34:13,287	59.328	1005	OK			
23-04-2026	13:34:16,191	62.233	22.555	41.723	504	4	OK	23-04-2026	13:34:16,590	62.631	4.241219	48.783001	732	6	OK	4.642435	48.356998	493	6	OK	2.792658	50.096001	526	6	OK	23-04-2026	13:34:16,410	62.452	22.551	41.724	503	4	OK	23-04-2026	13:34:16,590	62.631	1005	OK			
23-04-2026	13:34:19,413	65.454	22.546	41.725	504	3	OK	23-04-2026	13:34:19,794	65.835	4.251931	48.773998	732	6	OK	4.667909	48.335999	492	6	OK	2.794899	50.094002	526	6	OK	23-04-2026	13:34:19,613	65.655	22.565	41.721	503	3	OK	23-04-2026	13:34:19,794	65.835	1005	OK			
23-04-2026	13:34:22,631	68.672	22.531	41.728	504	4	OK	23-04-2026	13:34:22,999	69.040	4.265031	48.763000	732	6	OK	4.690969	48.317001	492	6	OK	2.797152	50.091999	526	6	OK	23-04-2026	13:34:22,817	68.859	22.546	41.725	503	3	OK	23-04-2026	13:34:22,999	69.040	1005	OK			
23-04-2026	13:34:25,853	71.894	22.536	41.727	504	4	OK	23-04-2026	13:34:26,303	72.344	4.287666	48.743999	732	6	OK	4.714055	48.298000	492	6	OK	2.793776	50.095001	526	6	OK	23-04-2026	13:34:26,123	72.165	22.565	41.721	503	3	OK	23-04-2026	13:34:26,303	72.344	1005	OK			
23-04-2026	13:34:29,172	75.214	22.531	41.728	504	3	OK	23-04-2026	13:34:29,611	75.652	4.301965	48.731998	732	6	OK	4.734736	48.280998	492	6	OK	2.793775	50.095001	526	6	OK	23-04-2026	13:34:29,431	75.472	22.546	41.725	503	3	OK	23-04-2026	13:34:29,611	75.652	1005	OK			
23-04-2026	13:34:32,505	78.546	22.521	41.730	504	3	OK	23-04-2026	13:34:32,916	78.958	4.319865	48.716999	732	6	OK	4.755413	48.264000	492	6	OK	2.797152	50.091999	526	6	OK	23-04-2026	13:34:32,737	78.779	22.536	41.727	503	4	OK	23-04-2026	13:34:32,916	78.958	1005	OK			
23-04-2026	13:34:35,833	81.874	22.506	41.733	504	4	OK	23-04-2026	13:34:36,220	82.261	4.340154	48.700001	732	6	OK	4.772465	48.250000	492	6	OK	2.799402	50.090000	526	6	OK	23-04-2026	13:34:36,041	82.082	22.526	41.729	503	4	OK	23-04-2026	13:34:36,220	82.261	1005	OK			
23-04-2026	13:34:39,049	85.091	22.501	41.734	504	3	OK	23-04-2026	13:34:39,423	85.465	4.350903	48.691002	732	6	OK	4.790742	48.235001	492	6	OK	2.805023	50.084999	526	6	OK	23-04-2026	13:34:39,244	85.285	22.501	41.734	503	4	OK	23-04-2026	13:34:39,423	85.465	1005	OK			
23-04-2026	13:34:42,268	88.310	22.477	41.739	504	4	OK	23-04-2026	13:34:42,632	88.673	4.370031	48.674999	731	6	OK	4.804154	48.223999	492	6	OK	2.802771	50.087002	526	6	OK	23-04-2026	13:34:42,451	88.492	22.516	41.731	503	4	OK	23-04-2026	13:34:42,632	88.673	1005	OK			
23-04-2026	13:34:45,485	91.527	22.477	41.739	504	4	OK	23-04-2026	13:34:45,938	91.979	4.383181	48.664001	731	6	OK	4.823674	48.208000	492	6	OK	2.801652	50.088001	526	6	OK	23-04-2026	13:34:45,755	91.797	22.482	41.738	503	4	OK	23-04-2026	13:34:45,938	91.979	1005	OK			
23-04-2026	13:34:48,813	94.855	22.467	41.741	504	3	OK	23-04-2026	13:34:49,242	95.283	4.408315	48.643002	731	6	OK	4.837103	48.196999	492	6	OK	2.807275	50.083000	526	6	OK	23-04-2026	13:34:49,062	95.103	22.491	41.736	503	3	OK	23-04-2026	13:34:49,242	95.283	1005	OK			
23-04-2026	13:34:52,144	98.186	22.491	41.736	504	3	OK	23-04-2026	13:34:52,550	98.592	4.419088	48.633999	731	6	OK	4.850538	48.186001	491	6	OK	2.809522	50.081001	526	6	OK	23-04-2026	13:34:52,369	98.411	22.501	41.734	503	4	OK	23-04-2026	13:34:52,550	98.592	1005	OK			
23-04-2026	13:34:55,468	101.509	22.487	41.737	504	4	OK	23-04-2026	13:34:55,854	101.896	4.428671	48.625999	731	6	OK	4.878649	48.162998	491	6	OK	2.811772	50.078999	526	6	OK	23-04-2026	13:34:55,674	101.715	22.487	41.737	503	4	OK	23-04-2026	13:34:55,854	101.896	1005	OK			
23-04-2026	13:34:58,687	104.728	22.487	41.737	504	4	OK	23-04-2026	13:34:59,059	105.101	4.439461	48.617001	731	6	OK	4.897005	48.147999	491	6	OK	2.817398	50.074001	526	6	OK	23-04-2026	13:34:58,878	104.920	22.506	41.733	503	3	OK	23-04-2026	13:34:59,059	105.101	1005	OK			
23-04-2026	13:35:01,905	107.946	22.457	41.743	503	3	OK	23-04-2026	13:35:02,364	108.406	4.457441	48.602001	730	6	OK	4.915364	48.132999	491	6	OK	2.825271	50.067001	526	6	OK	23-04-2026	13:35:02,185	108.227	22.467	41.741	503	3	OK	23-04-2026	13:35:02,364	108.406	1005	OK			
23-04-2026	13:35:05,234	111.275	22.472	41.740	504	3	OK	23-04-2026	13:35:05,672	111.713	4.474240	48.588001	730	6	OK	4.930065	48.120998	491	6	OK	2.829780	50.063000	526	6	OK	23-04-2026	13:35:05,491	111.533	22.477	41.739	503	4	OK	23-04-2026	13:35:05,672	111.713	1005	OK			
23-04-2026	13:35:08,560	114.601	22.442	41.746	504	4	OK	23-04-2026	13:35:08,979	115.020	4.479044	48.584000	730	6	OK	4.939868	48.112999	491	6	OK	2.829780	50.063000	526	6	OK	23-04-2026	13:35:08,799	114.841	22.452	41.744	503	4	OK	23-04-2026	13:35:08,979	115.020	1005	OK			
23-04-2026	13:35:11,885	117.927	22.442	41.746	503	4	OK	23-04-2026	13:35:12,283	118.325	4.497054	48.569000	730	6	OK	4.965615	48.091999	491	6	OK	2.828651	50.063999	526	6	OK	23-04-2026	13:35:12,103	118.145	22.452	41.744	503	4	OK	23-04-2026	13:35:12,283	118.325	1005	OK			
23-04-2026	13:35:15,105	121.146	22.447	41.745	504	3	OK	23-04-2026	13:35:15,487	121.528	4.507868	48.560001	730	6	OK	4.976659	48.083000	491	6	OK	2.829780	50.063000	526	6	OK	23-04-2026	13:35:15,308	121.349	22.467	41.741	503	3	OK	23-04-2026	13:35:15,487	121.528	1005	OK			
23-04-2026	13:35:18,323	124.365	22.437	41.747	503	4	OK	23-04-2026	13:35:18,690	124.731	4.530705	48.541000	730	6	OK	4.996300	48.067001	491	6	OK	2.828651	50.063999	526	6	OK	23-04-2026	13:35:18,511	124.553	22.457	41.743	502	3	OK	23-04-2026	13:35:18,690	124.731	1005	OK			
23-04-2026	13:35:21,540	127.582	22.427	41.749	503	4	OK	23-04-2026	13:35:21,997	128.039	4.541530	48.532001	730	6	OK	5.015964	48.050999	490	6	OK	2.834284	50.058998	526	6	OK	23-04-2026	13:35:21,816	127.858	22.442	41.746	503	4	OK	23-04-2026	13:35:21,997	128.039	1005	OK			
23-04-2026	13:35:24,854	130.895	22.408	41.753	503	3	OK	23-04-2026	13:35:25,295	131.336	4.558381	48.518002	730	6	OK	5.025797	48.042999	490	6	OK	2.838784	50.055000	526	6	OK	23-04-2026	13:35:25,119	131.161	22.408	41.753	503	4	OK	23-04-2026	13:35:25,295	131.336	1005	OK			
23-04-2026	13:35:28,181	134.223	22.388	41.757	503	4	OK	23-04-2026	13:35:28,608	134.649	4.560792	48.515999	730	6	OK	5.034406	48.035999	490	6	OK	2.844418	50.049999	526	6	OK	23-04-2026	13:35:28,426	134.468	22.398	41.755	503	4	OK	23-04-2026	13:35:28,608	134.649	1005	OK			
23-04-2026	13:35:31,509	137.550	22.373	41.760	503	3	OK	23-04-2026	13:35:31,911	137.953	4.583671	48.497002	729	6	OK	5.059015	48.015999	490	6	OK	2.846671	50.048000	526	6	OK	23-04-2026	13:35:31,733	137.774	22.378	41.759	502	4	OK	23-04-2026	13:35:31,911	137.953	1005	OK			
23-04-2026	13:35:34,735	140.777	22.388	41.757	503	4	OK	23-04-2026	13:35:35,116	141.157	4.587289	48.493999	729	6	OK	5.083649	47.995998	490	6	OK	2.839913	50.054001	526	6	OK	23-04-2026	13:35:34,936	140.978	22.373	41.760	502	3	OK	23-04-2026	13:35:35,116	141.157	1005	OK			
23-04-2026	13:35:37,951	143.992	22.359	41.763	503	3	OK	23-04-2026	13:35:38,320	144.361	4.606577	48.478001	729	6	OK	5.104599	47.979000	490	6	OK	2.848922	50.046001	526	6	OK	23-04-2026	13:35:38,141	144.182	22.359	41.763	502	3	OK	23-04-2026	13:35:38,320	144.361	1005	OK			
23-04-2026	13:35:41,165	147.207	22.339	41.767	503	4	OK	23-04-2026	13:35:41,526	147.568	4.613817	48.472000	729	6	OK	5.134207	47.955002	490	6	OK	2.846671	50.048000	526	6	OK	23-04-2026	13:35:41,346	147.388	22.349	41.765	502	4	OK	23-04-2026	13:35:41,526	147.568	1005	OK			
23-04-2026	13:35:44,380	150.422	22.334	41.768	503	4	OK	23-04-2026	13:35:44,831	150.872	4.629503	48.459000	729	6	OK	5.150264	47.942001	490	6	OK	2.847795	50.047001	525	6	OK	23-04-2026	13:35:44,653	150.695	22.329	41.769	503	4	OK	23-04-2026	13:35:44,831	150.872	1005	OK			
23-04-2026	13:35:47,704	153.746	22.324	41.770	503	4	OK	23-04-2026	13:35:48,141	154.183	4.648820	48.443001	729	6	OK	5.165091	47.930000	489	6	OK	2.848922	50.046001	525	6	OK	23-04-2026	13:35:47,961	154.002	22.339	41.767	502	4	OK	23-04-2026	13:35:48,141	154.183	1005	OK			
23-04-2026	13:35:51,030	157.071	22.300	41.775	503	4	OK	23-04-2026	13:35:51,447	157.488	4.662120	48.431999	728	6	OK	5.188582	47.910999	489	6	OK	2.851180	50.043999	526	6	OK	23-04-2026	13:35:51,267	157.309	22.339	41.767	502	3	OK	23-04-2026	13:35:51,447	157.488	1005	OK			
23-04-2026	13:35:54,359	160.400	22.319	41.771	503	4	OK	23-04-2026	13:35:54,749	160.790	4.679041	48.417999	729	6	OK	5.203432	47.898998	489	6	OK	2.851180	50.043999	526	6	OK	23-04-2026	13:35:54,572	160.613	22.329	41.769	502	4	OK	23-04-2026	13:35:54,749	160.790	1004	OK			
23-04-2026	13:35:57,578	163.620	22.314	41.772	503	3	OK	23-04-2026	13:35:57,958	163.999	4.689926	48.409000	728	6	OK	5.212097	47.891998	489	6	OK	2.845542	50.049000	525	6	OK	23-04-2026	13:35:57,778	163.819	22.339	41.767	502	4	OK	23-04-2026	13:35:57,958	163.999	1005	OK			
23-04-2026	13:36:00,797	166.839	22.329	41.769	503	4	OK	23-04-2026	13:36:01,164	167.206	4.699607	48.401001	728	6	OK	5.236861	47.872002	489	6	OK	2.847796	50.047001	526	6	OK	23-04-2026	13:36:00,982	167.024	22.334	41.768	502	4	OK	23-04-2026	13:36:01,164	167.206	1005	OK			
23-04-2026	13:36:04,016	170.057	22.324	41.770	503	4	OK	23-04-2026	13:36:04,471	170.513	4.721398	48.382999	728	6	OK	5.249253	47.862000	489	6	OK	2.856809	50.039001	525	6	OK	23-04-2026	13:36:04,289	170.331	22.324	41.770	502	3	OK	23-04-2026	13:36:04,471	170.513	1005	OK			
23-04-2026	13:36:07,348	173.389	22.329	41.769	503	4	OK	23-04-2026	13:36:07,775	173.817	4.735937	48.370998	728	6	OK	5.267861	47.847000	489	6	OK	2.854555	50.041000	525	6	OK	23-04-2026	13:36:07,594	173.635	22.349	41.765	502	4	OK	23-04-2026	13:36:07,775	173.817	1004	OK			
23-04-2026	13:36:10,670	176.712	22.329	41.769	503	3	OK	23-04-2026	13:36:11,080	177.121	4.752907	48.356998	728	6	OK	5.286477	47.832001	489	6	OK	2.864696	50.032001	525	6	OK	23-04-2026	13:36:10,898	176.939	22.300	41.775	502	4	OK	23-04-2026	13:36:11,080	177.121	1005	OK			
23-04-2026	13:36:14,000	180.042	22.285	41.778	503	4	OK	23-04-2026	13:36:14,385	180.427	4.767459	48.345001	728	6	OK	5.293922	47.826000	489	6	OK	2.869208	50.028000	526	6	OK	23-04-2026	13:36:14,205	180.246	22.300	41.775	502	4	OK	23-04-2026	13:36:14,385	180.427	1004	OK			
23-04-2026	13:36:17,220	183.261	22.295	41.776	503	4	OK	23-04-2026	13:36:17,587	183.628	4.784453	48.331001	728	6	OK	5.322495	47.803001	489	6	OK	2.868082	50.028999	526	6	OK	23-04-2026	13:36:17,408	183.450	22.300	41.775	502	4	OK	23-04-2026	13:36:17,587	183.628	1005	OK			
23-04-2026	13:36:20,437	186.479	22.314	41.772	503	4	OK	23-04-2026	13:36:20,896	186.938	4.799027	48.319000	727	6	OK	5.349858	47.780998	488	6	OK	2.873722	50.023998	526	6	OK	23-04-2026	13:36:20,717	186.759	22.324	41.770	502	4	OK	23-04-2026	13:36:20,896	186.938	1005	OK			
23-04-2026	13:36:23,760	189.802	22.300	41.775	503	3	OK	23-04-2026	13:36:24,201	190.243	4.818465	48.303001	727	6	OK	5.372259	47.763000	488	6	OK	2.871465	50.026001	525	6	OK	23-04-2026	13:36:24,022	190.064	22.339	41.767	502	4	OK	23-04-2026	13:36:24,201	190.243	1004	OK			
23-04-2026	13:36:27,087	193.129	22.339	41.767	503	4	OK	23-04-2026	13:36:27,509	193.550	4.835488	48.289001	727	6	OK	5.380977	47.756001	488	6	OK	2.878228	50.020000	525	6	OK	23-04-2026	13:36:27,328	193.370	22.324	41.770	502	4	OK	23-04-2026	13:36:27,509	193.550	1005	OK			
23-04-2026	13:36:30,418	196.459	22.319	41.771	503	4	OK	23-04-2026	13:36:30,813	196.854	4.846439	48.279999	727	6	OK	5.394685	47.744999	488	6	OK	2.880488	50.018002	525	6	OK	23-04-2026	13:36:30,633	196.674	22.309	41.773	502	4	OK	23-04-2026	13:36:30,813	196.854	1005	OK			
23-04-2026	13:36:33,635	199.677	22.309	41.773	503	3	OK	23-04-2026	13:36:34,019	200.061	4.857388	48.271000	727	6	OK	5.414633	47.729000	488	6	OK	2.878228	50.020000	525	6	OK	23-04-2026	13:36:33,838	199.880	22.344	41.766	502	4	OK	23-04-2026	13:36:34,019	200.061	1005	OK			
23-04-2026	13:36:36,855	202.896	22.339	41.767	503	3	OK	23-04-2026	13:36:37,219	203.261	4.880527	48.251999	726	6	OK	5.427110	47.719002	488	6	OK	2.884996	50.014000	525	6	OK	23-04-2026	13:36:37,042	203.083	22.344	41.766	502	3	OK	23-04-2026	13:36:37,219	203.261	1005	OK			
23-04-2026	13:36:40,080	206.122	22.314	41.772	503	4	OK	23-04-2026	13:36:40,526	206.567	4.900029	48.236000	727	6	OK	5.440837	47.708000	488	6	OK	2.886124	50.013000	525	6	OK	23-04-2026	13:36:40,347	206.388	22.334	41.768	502	4	OK	23-04-2026	13:36:40,526	206.567	1005	OK			
23-04-2026	13:36:43,406	209.447	22.324	41.770	503	4	OK	23-04-2026	13:36:43,830	209.872	4.909782	48.228001	726	6	OK	5.459566	47.693001	488	6	OK	2.892900	50.007000	525	6	OK	23-04-2026	13:36:43,652	209.693	22.319	41.771	502	4	OK	23-04-2026	13:36:43,830	209.872	1005	OK			
23-04-2026	13:36:46,731	212.772	22.300	41.775	503	3	OK	23-04-2026	13:36:47,132	213.174	4.924426	48.216000	726	6	OK	5.473316	47.681999	487	6	OK	2.900796	50.000000	525	6	OK	23-04-2026	13:36:46,954	212.996	22.314	41.772	502	4	OK	23-04-2026	13:36:47,132	213.174	1005	OK			
23-04-2026	13:36:50,054	216.095	22.285	41.778	503	4	OK	23-04-2026	13:36:50,436	216.478	4.943954	48.200001	726	6	OK	5.487063	47.671001	487	6	OK	2.901932	49.999001	525	6	OK	23-04-2026	13:36:50,256	216.298	22.275	41.780	502	4	OK	23-04-2026	13:36:50,436	216.478	1004	OK			
